순위,영화명,매출액,누적매출액,관객수,누적관객수,스크린수,개별배급사,등급,개별장르,개별감독,개별배우,월,년,개별배급사_index,등급_index,개별장르_index,개별감독_index,개별배우_index,일_index
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,코미디,정다원,이정민,5,2019,0,0,0,9,81,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,액션,정다원,이정민,5,2019,0,0,3,9,81,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,코미디,정다원,신현숙,5,2019,0,0,0,9,82,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,액션,정다원,신현숙,5,2019,0,0,3,9,82,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,코미디,정다원,이레,5,2019,0,0,0,9,43,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,액션,정다원,이레,5,2019,0,0,3,9,43,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,코미디,정다원,조혜주,5,2019,0,0,0,9,83,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,액션,정다원,조혜주,5,2019,0,0,3,9,83,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,코미디,정다원,배유람,5,2019,0,0,0,9,73,2
10,걸캅스,13807476134,13807476134,1628963,1628963,973,씨제이이앤엠(주),15세관람가,액션,정다원,배유람,5,2019,0,0,3,9,73,2
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,신하균,5,2019,6,2,1,10,84,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,신하균,5,2019,6,2,0,10,84,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,이광수,5,2019,6,2,1,10,85,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,이광수,5,2019,6,2,0,10,85,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,이솜,5,2019,6,2,1,10,86,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,이솜,5,2019,6,2,0,10,86,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,박철민,5,2019,6,2,1,10,87,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,박철민,5,2019,6,2,0,10,87,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,권해효,5,2019,6,2,1,10,88,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,권해효,5,2019,6,2,0,10,88,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,드라마,육상효,길해연,5,2019,6,2,1,10,89,1
11,나의 특별한 형제,12068227074,12068227074,1476121,1476121,936,(주)넥스트엔터테인먼트월드(NEW),12세관람가,코미디,육상효,길해연,5,2019,6,2,0,10,89,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,설경구,4,2019,6,3,1,11,90,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,전도연,4,2019,6,3,1,11,91,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,김보민,4,2019,6,3,1,11,92,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,윤찬영,4,2019,6,3,1,11,93,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,박종환,4,2019,6,3,1,11,94,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,성유빈,4,2019,6,3,1,11,95,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,탕준상,4,2019,6,3,1,11,96,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,신문성,4,2019,6,3,1,11,97,1
12,생일,9882574840,9882574840,1197151,1197151,878,(주)넥스트엔터테인먼트월드(NEW),전체관람가,드라마,이종언,이봉련,4,2019,6,3,1,11,98,1
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,김래원,6,2019,7,0,3,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,김래원,6,2019,7,0,1,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,김래원,6,2019,8,0,3,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,김래원,6,2019,8,0,1,12,99,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,원진아,6,2019,7,0,3,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,원진아,6,2019,7,0,1,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,원진아,6,2019,8,0,3,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,원진아,6,2019,8,0,1,12,18,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,진선규,6,2019,7,0,3,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,진선규,6,2019,7,0,1,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,진선규,6,2019,8,0,3,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,진선규,6,2019,8,0,1,12,2,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,최귀화,6,2019,7,0,3,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,최귀화,6,2019,7,0,1,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,최귀화,6,2019,8,0,3,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,최귀화,6,2019,8,0,1,12,100,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,최무성,6,2019,7,0,3,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,최무성,6,2019,7,0,1,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,최무성,6,2019,8,0,3,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,최무성,6,2019,8,0,1,12,101,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,주진모,6,2019,7,0,3,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,주진모,6,2019,7,0,1,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,주진모,6,2019,8,0,3,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,주진모,6,2019,8,0,1,12,102,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,액션,강윤성,장지건,6,2019,7,0,3,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,메가박스중앙(주)플러스엠,15세관람가,드라마,강윤성,장지건,6,2019,7,0,1,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,액션,강윤성,장지건,6,2019,8,0,3,12,103,3
13,롱 리브 더 킹: 목포 영웅,9222434910,9222434910,1093676,1093676,965,(주)콘텐츠 난다긴다,15세관람가,드라마,강윤성,장지건,6,2019,8,0,1,12,103,3
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,송강호,7,2019,7,3,7,13,5,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,박해일,7,2019,7,3,7,13,104,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,전미선,7,2019,7,3,7,13,105,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,최덕문,7,2019,7,3,7,13,106,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,남문철,7,2019,7,3,7,13,107,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정해균,7,2019,7,3,7,13,108,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,박동혁,7,2019,7,3,7,13,109,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정인겸,7,2019,7,3,7,13,110,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,김준한,7,2019,7,3,7,13,111,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,차래형,7,2019,7,3,7,13,112,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,윤정일,7,2019,7,3,7,13,113,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,탕준상,7,2019,7,3,7,13,96,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,금새록,7,2019,7,3,7,13,114,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,임성재,7,2019,7,3,7,13,115,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,오현경,7,2019,7,3,7,13,116,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,정수지,7,2019,7,3,7,13,72,4
14,나랏말싸미,6842183243,6842183243,819930,819930,1211,메가박스중앙(주)플러스엠,전체관람가,사극,조철현,지웅배,7,2019,7,3,7,13,117,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이선,4,2019,6,3,8,14,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이선,4,2019,6,3,9,14,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이선,4,2019,6,3,8,15,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이선,4,2019,6,3,9,15,118,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이미자,4,2019,6,3,8,14,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이미자,4,2019,6,3,9,14,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이미자,4,2019,6,3,8,15,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이미자,4,2019,6,3,9,15,119,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김현지,4,2019,6,3,8,14,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김현지,4,2019,6,3,9,14,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김현지,4,2019,6,3,8,15,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김현지,4,2019,6,3,9,15,120,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,홍소영,4,2019,6,3,8,14,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,홍소영,4,2019,6,3,9,14,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,홍소영,4,2019,6,3,8,15,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,홍소영,4,2019,6,3,9,15,121,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,정미숙,4,2019,6,3,8,14,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,정미숙,4,2019,6,3,9,14,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,정미숙,4,2019,6,3,8,15,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,정미숙,4,2019,6,3,9,15,122,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김서영,4,2019,6,3,8,14,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김서영,4,2019,6,3,9,14,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김서영,4,2019,6,3,8,15,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김서영,4,2019,6,3,9,15,123,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,김환진,4,2019,6,3,8,14,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,김환진,4,2019,6,3,9,14,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,김환진,4,2019,6,3,8,15,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,김환진,4,2019,6,3,9,15,124,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,남도형,4,2019,6,3,8,14,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,남도형,4,2019,6,3,9,14,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,남도형,4,2019,6,3,8,15,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,남도형,4,2019,6,3,9,15,125,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,정승욱,4,2019,6,3,8,14,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,정승욱,4,2019,6,3,9,14,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,정승욱,4,2019,6,3,8,15,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,정승욱,4,2019,6,3,9,15,126,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,이장원,4,2019,6,3,8,14,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,이장원,4,2019,6,3,9,14,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,이장원,4,2019,6,3,8,15,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,이장원,4,2019,6,3,9,15,127,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김현호,황창영,4,2019,6,3,8,14,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,김현호,황창영,4,2019,6,3,9,14,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤창섭,황창영,4,2019,6,3,8,15,128,4
15,뽀로로 극장판 보물섬 대모험,5883507900,5883507900,766264,766264,797,(주)넥스트엔터테인먼트월드(NEW),전체관람가,가족,윤창섭,황창영,4,2019,6,3,9,15,128,4
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,이지현,1,2019,6,3,8,16,129,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,이지현,1,2019,6,3,8,17,129,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,김용준,1,2019,6,3,8,16,130,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,김용준,1,2019,6,3,8,17,130,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,양정화,1,2019,6,3,8,16,131,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,김진철,양정화,1,2019,6,3,8,17,131,5
16,극장판 헬로카봇: 옴파로스 섬의 비밀,4485905140,4485905140,575353,575353,752,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,최신규,사문영,1,2019,6,3,8,16,132,5
